,prod_name,rating,rating_count,desc,profile,vitolas,Binder,Filler,Flavored,Has Tip,More Details,Origin,Pressed,Profile,Shapes,Sweet,Wrapper,Brand:
1380,Rocky Patel 'OSG',Rated 4.5 out of 5, Based on 6 Ratings ,"The OG SGWe brought this hidden gem on a few years back due to a purchasing mistake, a big one. Instead of sending them back, we threw the towel in and offered them up anyways. You can't go wrong with Rocky, right? Well, they ended up being a huge success, and now they're back for round 2. Here's the background:Rocky Patel ‘OSG’ was the original RP Sun Grown blend, a delicious medium to full-bodied cigar with literally 5 years of additional aging. The Sun Grown wrapper hails from Honduras, boasting a thick, oily and leathery texture. Light one of these bad boys up: it greets the palate with a toasty, woody blast, while a pronounced peppery flavor begins to develop toward the back half of the cigar. Medium to full-bodied in strength and, fundamentally, very complex and satisfying. Naturally, I was sure this would be a huge hit and bought all of them, a veritable boatload of which we sold every last one. Now they're back for a limited run. Reasonable price, terrific full-body, Rocky Patel blend. You can't go wrong here, dig in pal. ",Medium-Full,['Toro'],,,False,No,More Details,Honduras,No,,Toro,No,Sun Grown,
1381,Rocky Patel Prohibition,Rated 4.49 out of 5, Based on 92 Ratings ,"Not trying this cigar is prohibited. If you’re a fan of Rocky Patel, it’s likely that you already know he’s one of the industry’s biggest defenders, spending much of his time in Washington, DC fighting for the protection and rights of the premium cigar industry. So it’s natural that he’d want to send a message to the FDA with one of his new cigar releases. And he does it perfectly with the new Rocky Patel Prohibition. The message is far from subtle: the federal government’s ban on alcohol during Prohibition was a complete failure and the FDA’s attack on premium cigars will result in a similar outcome. Gorgeously packaged in Rocky Patel-branded Mason jars inspired by the moonshine bootleggers of the Prohibition era, Rocky Patel Prohibition is much more than just a message to the FDA…it’s a damn good cigar. Handcrafted in Esteli, Nicaragua at Rocky’s Tavacusa factory, Prohibition comes available in three delicious wrapper options:Connecticut Broadleaf Maduro: rich and sweet with spicy nuances and notes of coffee, leather, dark chocolate, and molasses. Medium-bodied. San Andres: uses 100% binder and filler from Rocky’s farms. Sweet and earthy with notes of spices, cedar, chocolate, roasted nuts, and a long, toasty finish. Medium to full-bodied. Connecticut: weighs in at a considerably smooth medium body. Cedary, with hints of cream, hay, and slight black pepper.Rocky Patel Prohibition San Andres received a well-deserved 91-rating noting: ""A toasty, bready smoke whose notes of cloves, black pepper and molasses combine for a zesty, sweet-and-spicy character overall.""",Medium,['Toro'],Nicaraguan,Nicaraguan,False,No,More Details,Nicaragua,No,,Toro,No,"Connecticut Broadleaf, San Andres",Rocky Patel Cigars
1382,Rocky Patel Puro Cubano by Hamlet,Rated 4.5 out of 5, Based on 4 Ratings ,"Puro Cubano. Tobacco done right. Born and raised in Cuba, Hamlet Paredes is a name you need to become quickly acquainted with. Here’s the skinny: originally working in Habanos S.A. factories rolling Cuban cigars, Hamlet quickly moved up the ranks. Within years, Hamlet was travelling internationally, rolling custom shapes and sizes for some Europe’s top shops, and rolling cigars “free hand” – without molds or presses. Today, now that he’s stateside, Hamlet has joined the Rocky Patel family and crafted high-end blends like Tabaquero, Liberation, and the cigar at hand today: Puro Cubano. Wrapped in a seamless Ecuadorian Habano leaf, with a PA Broadleaf binder and choice Honduran and Nicaraguan long-fillers, Puro Cubano delivers an effortlessly smooth draw and flawless burn. Flavors of natural sweetness, slight creamy notes, and a toasty finish meld together beautifully into a cigar that could only have been crafted by a true master of tobacco.",Medium,"['Toro', 'Torpedo']",Pennsylvania Broadleaf,"Honduran, Nicaraguan",False,No,More Details,Nicaragua,No,,"Toro, Torpedo",No,Ecuador Habano,Rocky Patel Cigars
1383,Rocky Patel R4,Rated 4.71 out of 5, Based on 7 Ratings ,"Oh yes.The latest bait to emerge from Rocky Patel’s deep bench of blends is the ‘R4’. Set to be released nationwide, I pulled a crafty move and stuck my prodigious snout in the trough, buying his entire production. This blend is tasty enough that we could easily charge a pretty penny for it, but instead, we decided to eschew sticking them in a fancy box, and bring them to you in a bundle for a steal.The Rocky Patel ‘R4’ cigar is draped by a thick and hearty maduro leaf and blended with aged long-leaf tobaccos from Honduras and Nicaragua, resulting in a delicious medium-bodied profile....it's earthy, rich, nutty, and buttery smooth, Rocky Patel R4 will no doubt set up shop as a permanent resident in your humidor. These won't be around forever, so act fast and grab a home-run blend from Rocky that's as affordable as it is delicious!",Medium,"['Churchill', 'Robusto', 'Toro']",,"Dominican, Nicaraguan",False,,More Details,Honduras,No,,"Churchill, Robusto, Toro",No,Connecticut Broadleaf,Rocky Patel Cigars
1384,Rocky Patel Royal Vintage,Rated 4.58 out of 5, Based on 246 Ratings ,"Rocky Patel's Purple Drank!R​​ocky Patel's Vintage series of cigars are highly celebrated. Receiving a slew of outstanding ratings peaking at the 93-point mark, RP Vintage has secured a seat as one of the most notable and memorable cigar blend​s ever created. Recently, Rocky added a limited production extension to the series....the Royal Vintage. This purple-banded beauty is exceptionally tasty, employing all of that good old RP Vintage goodness with an exciting new twist.The RP Royal Vintage cigar is handcrafted with dark, oily, very well-aged Ecuadorian Sumatra wrappers. This leaf is thick, but silky, with a lovely reddish-brown hue. Inside is a well-blended mixture of long-leaf tobaccos from Nicaragua and Honduras. The profile is mellow, but filled with rich, elegant flavors. Medium to full in body with notes of espresso, earth, and spices, Rocky Patel Royal Vintage cigars are highly enjoyable.",Medium-Full,"['Churchill', 'Gordo', 'Robusto', 'Toro', 'Torpedo']",,"Honduran, Nicaraguan",False,No,More Details,Honduras,Varies,,"Churchill, Gordo, Robusto, Toro, Torpedo",No,Ecuador Sumatra,Rocky Patel Cigars
1385,Rocky Patel Royale,Rated 4.5 out of 5, Based on 56 Ratings ,"You can’t go wrong with Royale.Yet another gem from Rocky Patel, Royale is a beautiful super-premium addition to an already stellar brand. This box-pressed handmade utilizes an Ecuadorian Sumatra wrapper and a hearty blend of Honduran and Nicaraguan long-fillers. The flavors are gloriously complex, with notes of almond, spice, espresso and leather situated around a rich and earthy core. When you just feel like indulging in a medium to full-bodied cigar that won’t let you down, Rocky Patel Royale has just what you need.Great news! Rocky Patel Royale recently was bestowed the honors of #5 cigar of the year for 2014 and earned a 94-rating, noting: ""The Royale is a rich, spicy smoke, with pleasant hints of chocolate. It's a delicious cigar, giving Patel his best-ever showing in a Cigar Aficionado Top 25 test.""",Medium-Full,"['Corona', 'Gordo', 'Robusto', 'Toro', 'Torpedo']","Connecticut, Connecticut Broadleaf",Nicaraguan,False,No,More Details,Nicaragua,Varies,,"Corona, Gordo, Robusto, Toro, Torpedo",No,Ecuador Sumatra,Rocky Patel Cigars
1386,Rocky Patel Royale Fumas,Rated 4.17 out of 5, Based on 155 Ratings ,"Fumas get the Royale treatmentRocky Patel Royale — a gloriously complex gem, receiver of a rare 94-rating, and the highly respectable #5 Cigar of the Year in 2014. It’s a blend that members of CI Nation across the globe know and love, but it’s certainly not priced for everyday indulgence. Until today, that is. Rocky Patel Royale Fumas are here to offer the same flavor and quality you love from this RP classic, at a much more agreeable asking price. Now I know what you’re thinking. What’s the catch? One, the cigars have dropped the fancy box and packaging for economical bundles. Two, these are Cuban Sandwich style blends. Ask anyone who’s tried other Rocky Fumas, and they’ll tell you these cigars are well worth the price of admission. Medium to full-bodied, Royale Fumas sports an Ecuadorian Sumatra wrapper and notes of leather, coffee, and spice. Act fast, ‘cuz these are guaranteed to go quick.",Medium-Full,"['Robusto', 'Toro', 'Torpedo']",,"Honduran, Nicaraguan",False,No,More Details,Nicaragua,No,,"Robusto, Toro, Torpedo",No,Ecuador Sumatra,Rocky Patel Cigars
1387,Rocky Patel Signature Series,Rated 4.17 out of 5, Based on 12 Ratings ,"A mellow masterpiece that'll soothe the beast within.Rocky Patel Signature cigars. This supremely limited collection showcases Rocky's trademark quality but in a new incarnation: a mellow to medium-bodied blend with unparalleled balance.  A perfect ""step-up"" from the uber-popular Rocky Patel Connecticut, the Signature Series is one you should most certainly pay attention to. It all starts with a silky Ecuadorian Connecticut wrapper encasing a recipe of Nicaraguan and Honduran fillers. This yields an exceedingly rich flavor profile - a richness not normally found in a mellower cigar - plus a distinctive creamy, buttery goodness. Plus, with that signature CI discount slapping a big ol' 50% off sticker on boxes of these, you'd be a fool not to jump on 'em. ",Mellow-Medium,['Toro'],,"Honduran, Nicaraguan",False,No,More Details,Nicaragua,No,,Toro,No,Ecuador Connecticut,
1388,Rocky Patel Strada,Rated 3.78 out of 5, Based on 98 Ratings ,"The RP Strada-caster!Psst… you. Yeah, you! You wanna enjoy premium Rocky Patel quality without paying top-dollar? Want to stock your humidor to the brim with RP sticks, all while keeping the ol’ wallet fat and happy? Of course you do. So let me introduce you to your new best friend – Strada by Rocky Patel. The saving’s grace for those who want classic Rocky flavor, without dropping big bucks. Packed with an all Habano filler blend from Honduras and Nicaragua, Strada is complemented by a Connecticut binder and an oily and dark Nicaraguan Jalapa wrapper leaf. Hints of leather, sweet cream, and slight red pepper keep this medium-bodied stick interesting the whole way through. Strada proves once again that Rocky is a blending genius, and compares favorably to cigars that cost twice as much.",Medium,"['Toro', 'Torpedo']",Connecticut,"Honduran, Nicaraguan",False,No,More Details,Honduras,No,,"Toro, Torpedo",No,Nicaraguan,Rocky Patel Cigars
1389,Rocky Patel Sun Grown,Rated 4.46 out of 5, Based on 145 Ratings ,"Another smash hit from Senor Patel.Sun Grown by Rocky Patel cigars is one hell of a cigar. Though the follow-up hit, Sun Grown Maduro, receives all the praise these days, Sun Grown was one of the original 90+ rated Rocky blends. And the best news? Even though this cigar delivers top-shelf quality, it's priced for everyday enjoyment.T​he rich blend of choice tobaccos light up your palate with a combination of complex, rich flavors while the 5 year old Ecuadorian Sun Grown wrapper delivers a spicy sweet element that you’ll savor until the very last puff. Aged to perfection, and masterfully blended, this smooth burn starts with a bang and finishes with a long, full-bodied finish. A serious cigar for any true connoisseur.Great news! Sun Grown has been named one of the 'Top 50' Cigars in the world along with solid '90' and '91' ratings! Here's what the panel had to say: ""A good-looking cigar that performs well. It's earthy and spicy, with a cedar base and a tangy finish. Medium- to full-bodied.""",Medium-Full,"['Gordo', 'Petite Corona', 'Robusto', 'Toro', 'Torpedo']",Nicaraguan,"Dominican, Nicaraguan",False,No,More Details,Honduras,Varies,,"Gordo, Petite Corona, Robusto, Toro, Torpedo",Varies,Ecuador Sumatra,Rocky Patel Cigars
